img,emotion
Train/989.jpg,4
Train/990.jpg,6
Train/991.jpg,4
Train/992.jpg,6
Train/993.jpg,6
Train/994.jpg,5
Train/995.jpg,2
Train/996.jpg,3
Train/997.jpg,6
Train/998.jpg,3
Train/999.jpg,0
Train/1000.jpg,6
Train/1001.jpg,6
Train/1002.jpg,4
Train/1003.jpg,6
Train/1004.jpg,4
Train/1005.jpg,3
Train/1006.jpg,4
Train/1007.jpg,3
Train/1008.jpg,4
Train/1009.jpg,2
Train/1010.jpg,4
Train/1011.jpg,4
Train/1012.jpg,4
Train/1013.jpg,3
Train/1014.jpg,2
Train/1015.jpg,3
Train/1016.jpg,0
Train/1017.jpg,0
Train/1018.jpg,3
Train/1019.jpg,0
Train/1020.jpg,4
Train/1021.jpg,3
Train/1022.jpg,6
Train/1023.jpg,4
Train/1024.jpg,3
Train/1025.jpg,0
Train/1026.jpg,2
Train/1027.jpg,4
Train/1028.jpg,3
Train/1029.jpg,5
Train/1030.jpg,3
Train/1031.jpg,4
Train/1032.jpg,4
Train/1033.jpg,3
Train/1034.jpg,5
Train/1035.jpg,2
Train/1036.jpg,4
Train/1037.jpg,2
Train/1038.jpg,6
Train/1039.jpg,3
Train/1040.jpg,0
Train/1041.jpg,5
Train/1042.jpg,4
Train/1043.jpg,5
Train/1044.jpg,5
Train/1045.jpg,3
Train/1046.jpg,6
Train/1047.jpg,3
Train/1048.jpg,3
Train/1049.jpg,3
Train/1050.jpg,3
Train/1051.jpg,5
Train/1052.jpg,0
Train/1053.jpg,3
Train/1054.jpg,3
Train/1055.jpg,6
Train/1056.jpg,4
Train/1057.jpg,3
Train/1058.jpg,3
Train/1059.jpg,3
Train/1060.jpg,5
Train/1061.jpg,6
Train/1062.jpg,0
Train/1063.jpg,6
Train/1064.jpg,2
Train/1065.jpg,2
Train/1066.jpg,3
Train/1067.jpg,0
Train/1068.jpg,4
Train/1069.jpg,6
Train/1070.jpg,4
Train/1071.jpg,5
Train/1072.jpg,0
Train/1073.jpg,3
Train/1074.jpg,1
Train/1075.jpg,3
Train/1076.jpg,2
Train/1077.jpg,3
Train/1078.jpg,3
Train/1079.jpg,4
Train/1080.jpg,2
Train/1081.jpg,6
Train/1082.jpg,3
Train/1083.jpg,3
Train/1084.jpg,3
Train/1085.jpg,5
Train/1086.jpg,3
Train/1087.jpg,2
Train/1088.jpg,5
Train/1089.jpg,3
Train/1090.jpg,2
Train/1091.jpg,0
Train/1092.jpg,4
Train/1093.jpg,2
Train/1094.jpg,6
Train/1095.jpg,6
Train/1096.jpg,3
Train/1097.jpg,1
Train/1098.jpg,3
Train/1099.jpg,0
Train/1100.jpg,3
Train/1101.jpg,2
Train/1102.jpg,6
Train/1103.jpg,0
Train/1104.jpg,3
Train/1105.jpg,2
Train/1106.jpg,0
Train/1107.jpg,0
Train/1108.jpg,5
Train/1109.jpg,0
Train/1110.jpg,5
Train/1111.jpg,6
Train/1112.jpg,3
Train/1113.jpg,4
Train/1114.jpg,3
Train/1115.jpg,6
Train/1116.jpg,1
Train/1117.jpg,2
Train/1118.jpg,3
Train/1119.jpg,5
Train/1120.jpg,6
Train/1121.jpg,5
Train/1122.jpg,3
Train/1123.jpg,0
Train/1124.jpg,0
Train/1125.jpg,0
Train/1126.jpg,4
Train/1127.jpg,6
Train/1128.jpg,0
Train/1129.jpg,2
Train/1130.jpg,4
Train/1131.jpg,3
Train/1132.jpg,3
Train/1133.jpg,5
Train/1134.jpg,2
Train/1135.jpg,4
Train/1136.jpg,5
Train/1137.jpg,6
Train/1138.jpg,2
Train/1139.jpg,4
Train/1140.jpg,4
Train/1141.jpg,3
Train/1142.jpg,3
Train/1143.jpg,6
Train/1144.jpg,2
Train/1145.jpg,4
Train/1146.jpg,5
Train/1147.jpg,3
Train/1148.jpg,0
Train/1149.jpg,4
Train/1150.jpg,3
Train/1151.jpg,0
Train/1152.jpg,3
Train/1153.jpg,3
Train/1154.jpg,4
Train/1155.jpg,2
Train/1156.jpg,3
Train/1157.jpg,4
Train/1158.jpg,5
Train/1159.jpg,0
Train/1160.jpg,3
Train/1161.jpg,0
Train/1162.jpg,6
Train/1163.jpg,5
Train/1164.jpg,2
Train/1165.jpg,3
Train/1166.jpg,3
Train/1167.jpg,0
Train/1168.jpg,3
Train/1169.jpg,0
Train/1170.jpg,2
Train/1171.jpg,0
Train/1172.jpg,2
Train/1173.jpg,5
Train/1174.jpg,4
Train/1175.jpg,3
Train/1176.jpg,4
Train/1177.jpg,5
Train/1178.jpg,0
Train/1179.jpg,0
Train/1180.jpg,6
Train/1181.jpg,3
Train/1182.jpg,0
Train/1183.jpg,3
Train/1184.jpg,6
Train/1185.jpg,4
Train/1186.jpg,5
Train/1187.jpg,3
Train/1188.jpg,3
Train/1189.jpg,4
Train/1190.jpg,6
Train/1191.jpg,3
Train/1192.jpg,4
Train/1193.jpg,0
Train/1194.jpg,2
Train/1195.jpg,0
Train/1196.jpg,6
Train/1197.jpg,3
Train/1198.jpg,3
Train/1199.jpg,4
Train/1200.jpg,6
Train/1201.jpg,0
Train/1202.jpg,5
Train/1203.jpg,3
Train/1204.jpg,3
Train/1205.jpg,0
Train/1206.jpg,3
Train/1207.jpg,6
Train/1208.jpg,4
Train/1209.jpg,4
Train/1210.jpg,3
Train/1211.jpg,0
Train/1212.jpg,0
Train/1213.jpg,3
Train/1214.jpg,0
Train/1215.jpg,5
Train/1216.jpg,0
Train/1217.jpg,0
Train/1218.jpg,3
Train/1219.jpg,6
Train/1220.jpg,3
Train/1221.jpg,6
Train/1222.jpg,0
Train/1223.jpg,6
Train/1224.jpg,4
Train/1225.jpg,5
Train/1226.jpg,0
Train/1227.jpg,0
Train/1228.jpg,6
Train/1229.jpg,2
Train/1230.jpg,4
Train/1231.jpg,6
Train/1232.jpg,2
Train/1233.jpg,5
Train/1234.jpg,0
Train/1235.jpg,4
Train/1236.jpg,0
Train/1237.jpg,6
Train/1238.jpg,3
Train/1239.jpg,2
Train/1240.jpg,5
Train/1241.jpg,2
Train/1242.jpg,3
Train/1243.jpg,0
Train/1244.jpg,4
Train/1245.jpg,2
Train/1246.jpg,6
Train/1247.jpg,3
Train/1248.jpg,4
